"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
80000752,"GROSSMONT GARDENS HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",39,"5480 MARENGO AVE","LA MESA",91942,"Williams, Rebecca","","(619) 461-7736","(619) 463-6445",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000337,"16Aug1989","21Dec2014","206374041",32.777619,-117.023026,"(32.777619, -117.023026)"
920000088,"RINALDI CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",99,"16553 RINALDI ST","GRANADA HILLS",91344,"Johnson, Andrew L","rinaldiconv@yahoo.com","(818) 363-8913","(818) 360-1003",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000057,"","12Nov2014","206190649",34.279272,-118.492939,"(34.279272, -118.492939)"
40000042,"HACIENDA REHABILITATION & HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",133,"361 E GRANGEVILLE BLVD","HANFORD",93230,"Bennett, Barbara","sunpacificinc@sbcglobal.net","(559) 582-8955","(559) 582-9221",150,"KINGS",4,"FRESNO",40000101,"21Feb1989","21Feb2015","206160724",36.342666,-119.641999,"(36.342666, -119.641999)"
920000062,"EISENBERG VILLAGE","SKILLED NURSING FACILITY","LTC",166,"18855 VICTORY BLVD","RESEDA",91335,"Tucker, Doug","Smadar.jal@jha.org","(818) 881-4989","(818) 774-3146",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000043,"03Apr1962","01Nov2014","206190424",34.186633,-118.543753,"(34.186633, -118.543753)"
40000010,"PALM VILLAGE RETIREMENT COMMUNITY HEALTH CARE CTR.","SKILLED NURSING FACILITY","LTC",120,"703 W HERBERT AVE","REEDLEY",93654,"Schlesselman, Evelyn D","","(559) 638-7499","(559) 638-6933",90,"FRESNO",4,"FRESNO",40000136,"18Jul1966","01Nov2014","206100778",36.580645,-119.455622,"(36.580645, -119.455622)"
10000033,"GOLDEN LIVING CENTER- SANTA ROSA","SKILLED NURSING FACILITY","LTC",99,"4650 HOEN AVE","SANTA ROSA",95405,"SMITH, CONSTANCE","krista.elmore@goldenliving.com","(707) 546-0613","(707) 546-0471",590,"SONOMA",11,"SANTA ROSA/REDWOOD COAST",10000029,"03Nov1967","01Jun2015","206491000",38.441625,-122.665655,"(38.441625, -122.665655)"
80000692,"CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",120,"11895 AVENUE OF INDUSTRY","SAN DIEGO",92128,"Matthews, Glenn","","(858) 673-8320","(858) 673-0101",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000315,"19Mar1988","20Apr2015","206374028",32.990613,-117.07528,"(32.990613, -117.07528)"
120000638,"DELANO DISTRICT SKILLED NURSING FACILITY","SKILLED NURSING FACILITY","LTC",141,"1509 TOKAY ST","DELANO",93215,"Albiar, Lidia","lidia_albiar@nksthd.org","(661) 720-2177","(661) 720-2100",140,"KERN",12,"BAKERSFIELD",120000281,"19Nov1991","19Nov2014","206154031",35.762153,-119.237675,"(35.762153, -119.237675)"
80000685,"CASA DE LAS CAMPANAS","SKILLED NURSING FACILITY","LTC",99,"18655 W BERNARDO DR","SAN DIEGO",92127,"Dominy, Kimberly F","","(858) 451-8660","(858) 451-9152",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000313,"24Feb1989","24Feb2015","206374038",33.050571,-117.075672,"(33.050571, -117.075672)"
80000679,"VILLA POMERADO D/P SNF","SKILLED NURSING FACILITY","LTC",129,"15615 POMERADO RD","POWAY",92064,"Brown, Sheila","","","(858) 613-4545",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000127,"22Jun1977","21Nov2014","",32.996718,-117.057821,"(32.996718, -117.057821)"
80000642,"REMINGTON CLUB HEALTH CENTER","SKILLED NURSING FACILITY","LTC",59,"16915 HIERBA DR","SAN DIEGO",92128,"Blys, Ellen M","","","(858) 673-6305",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000303,"16Feb1988","01Mar2015","206374021",33.020285,-117.071471,"(33.020285, -117.071471)"
80000617,"STANFORD COURT SKILLED NURSING & REHAB CENTER","SKILLED NURSING FACILITY","LTC",105,"8778 CUYAMACA ST","SANTEE",92071,"Bakdache, Anna","","(619) 449-4948","(619) 449-5555",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000299,"","12Apr2015","206374019",32.834869,-116.983912,"(32.834869, -116.983912)"
230000004,"EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS","GENERAL ACUTE CARE HOSPITAL","Non-LTC",9,"500 1ST AVE","PORTOLA",96122,"Hayes, Thomas  P","","","(530) 832-4277",420,"PLUMAS",23,"CHICO",230000014,"16Aug1971","01Nov2014","106320859",39.805747,-120.462285,"(39.805747, -120.462285)"
80000470,"CASA PALMERA CARE CENTER","SKILLED NURSING FACILITY","LTC",93,"14750 EL CAMINO REAL","DEL MAR",92014,"Johnson, Lee","lee@casaplamera.com","(858) 792-7356","(858) 481-4411",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000291,"","27Jan2015","206374020",32.983757,-117.226823,"(32.983757, -117.226823)"
120000338,"BAKERSFIELD MEMORIAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",426,"420 34TH ST","BAKERSFIELD",93301,"Van Boening, Jon","","(661) 326-0706","(661) 327-1792",140,"KERN",12,"BAKERSFIELD",120000181,"27Sep1956","01May2015","106150722",35.391096,-119.008196,"(35.391096, -119.008196)"
950000062,"HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",99,"400 W HUNTINGTON DR","ARCADIA",91007,"Andresen, Shelley","sharonk@countryvillahealth.com","(626) 821-5916","(626) 445-2421",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000057,"15Oct1963","01Nov2014","206190399",34.140103,-118.022288,"(34.140103, -118.022288)"
80000307,"LAS VILLAS DEL NORTE HEALTH CENTER","SKILLED NURSING FACILITY","LTC",48,"1335 LAS VILLAS WAY","ESCONDIDO",92026,"Kelly, Channa","","(760) 746-9505","(760) 741-1046",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000277,"26Jun1986","30Nov2014","206371735",33.140282,-117.094588,"(33.140282, -117.094588)"
950000031,"LIVE OAK REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",99,"537 W LIVE OAK ST","SAN GABRIEL",91776,"Bartolome, Nenita","fac33admin@longwoodmgmt.com","(626) 289-1116","(626) 289-3763",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000027,"17Oct1969","01Jun2015","206190194",34.10033,-118.107661,"(34.10033, -118.107661)"
240000080,"MEDICAL CENTER CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",99,"467 E GILBERT ST","SAN BERNARDINO",92404,"","","(909) 381-3162","(909) 884-4781",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000173,"12Sep1966","01Mar2015","206361257",34.126777,-117.275359,"(34.126777, -117.275359)"
950000023,"GARDEN VIEW POST-ACUTE REHABILITATION","SKILLED NURSING FACILITY","LTC",97,"14475 GARDEN VIEW LN","BALDWIN PARK",91706,"Jergensen, Jeremy","gardenviewcarecenter@gmail.com","(626) 962-2635","(626) 962-7095",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000103,"14Feb1962","10Apr2015","206190792",34.068647,-117.960421,"(34.068647, -117.960421)"
240000066,"HILLCREST NURSING HOME","SKILLED NURSING FACILITY","LTC",59,"4280 CYPRESS DR","SAN BERNARDINO",92407,"Garcia, Napoleon","","(909) 886-2895","(909) 882-2965",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000149,"05Oct1959","20Jan2015","206361199",34.174864,-117.310425,"(34.174864, -117.310425)"
950000009,"GLENDORA GRAND, INC.","SKILLED NURSING FACILITY","LTC",342,"805 W ARROW HWY","GLENDORA",91740,"DACAYANAN, CRESENCIO","smontelli@yahoo.com","(626) 467-3018","(626) 331-0781",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000079,"12May1969","22Nov2014","206190573",34.10554,-117.877343,"(34.10554, -117.877343)"
240000060,"SPRING VALLEY POST ACUTE LLC","SKILLED NURSING FACILITY","LTC",126,"14973 HESPERIA RD","VICTORVILLE",92395,"Powell, Steven","","(760) 245-7296","(760) 245-6477",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000140,"10Mar1964","26Nov2014","206361165",34.523188,-117.296417,"(34.523188, -117.296417)"
950000003,"SAN GABRIEL CONVALESCENT CENTER","SKILLED NURSING FACILITY","LTC",151,"8035 HILL DR","ROSEMEAD",91770,"De La Llana, Manuel","fac24admin2@longwoodmgmt.com","(626) 280-0227","(626) 280-4820",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000091,"","02Feb2015","206190677",34.045567,-118.092857,"(34.045567, -118.092857)"
80000222,"LIFE CARE CENTER OF ESCONDIDO","SKILLED NURSING FACILITY","LTC",120,"1980 FELICITA RD","ESCONDIDO",92025,"Magtanong, Ronald Samuel","","(760) 741-5237","(760) 741-6109",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000260,"15Jan1986","29Nov2014","206371716",33.097729,-117.083023,"(33.097729, -117.083023)"
80000152,"TRI-CITY MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",368,"4002 VISTA WAY","OCEANSIDE",92056,"Moran, Timothy M","","(760) 940-4050","(760) 724-8411",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000099,"25Nov1986","02Feb2015","106370780",33.184092,-117.290277,"(33.184092, -117.290277)"
80000150,"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","GENERAL ACUTE CARE HOSPITAL","Non-LTC",194,"354 SANTA FE DR","ENCINITAS",92024,"Etter, Carl","","(760) 633-7356","(760) 753-6501",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000148,"","01May2015","106371394",33.036304,-117.28322,"(33.036304, -117.28322)"
80000147,"POMERADO HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",95,"15615 POMERADO RD","POWAY",92064,"Tam, David","","(858) 613-4764","(858) 613-4195",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000127,"22Jun1977","21Nov2014","106370977",32.996718,-117.057821,"(32.996718, -117.057821)"
80000144,"KAISER FOUNDATION HOSPITAL - SAN DIEGO","GENERAL ACUTE CARE HOSPITAL","Non-LTC",414,"4647 ZION AVE","SAN DIEGO",92120,"Finley, Jane","","(619) 528-5190","(619) 528-5000",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000062,"18Nov1975","17Nov2014","106370730",32.792944,-117.09497,"(32.792944, -117.09497)"
80000142,"PALOMAR HEALTH DOWNTOWN CAMPUS","GENERAL ACUTE CARE HOSPITAL","Non-LTC",267,"555 E VALLEY PKWY","ESCONDIDO",92025,"Tam, David","","(760) 739-3107","(760) 739-3000",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000083,"02Aug1950","21Nov2014","106370755",33.12601,-117.076087,"(33.12601, -117.076087)"
80000100,"WHITE SANDS OF LA JOLLA","SKILLED NURSING FACILITY","LTC",38,"7450 OLIVETAS AVE","LA JOLLA",92037,"Balaban, Rochelle R","wendymatalon@scphs.com","","(858) 454-4201",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000109,"30Oct1961","01Dec2014","206370792",32.838194,-117.279507,"(32.838194, -117.279507)"
80000099,"LIFE CARE CENTER OF VISTA","SKILLED NURSING FACILITY","LTC",176,"304 N MELROSE DR","VISTA",92083,"Magtanong, Ronald Samuel","","(760) 941-8038","(760) 724-8222",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000108,"01Jun1987","16Dec2014","206370790",33.200823,-117.255536,"(33.200823, -117.255536)"
80000094,"THE BRADLEY COURT","SKILLED NURSING FACILITY","LTC",56,"675 E BRADLEY AVE","EL CAJON",92021,"Pontecorvo, Tanya","","","(619) 448-6633",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000153,"03Oct1960","01Mar2015","206371458",32.819086,-116.952256,"(32.819086, -116.952256)"
80000090,"VALLE VISTA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",59,"1025 W 2ND AVE","ESCONDIDO",92025,"Brown, Stacy","kkuizon@covenantcare.com","(760) 745-4346","(760) 745-1842",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000102,"17Jan1961","09Mar2015","206370784",33.113134,-117.093725,"(33.113134, -117.093725)"
80000087,"LA JOLLA NURSING AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",161,"2552 TORREY PINES RD","LA JOLLA",92037,"Franz, Joseph","","(858) 452-4301","(858) 453-5810",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000098,"01Aug2002","01Nov2014","206370779",32.851269,-117.248277,"(32.851269, -117.248277)"
80000073,"CARLSBAD BY THE SEA","SKILLED NURSING FACILITY","LTC",33,"2855 CARLSBAD BLVD","CARLSBAD",92008,"Johnson, Joan","","(760) 729-0938","(760) 720-4580",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000116,"","30Nov2014","206374248",33.159641,-117.352254,"(33.159641, -117.352254)"
80000070,"ARBOR HILLS NURSING CENTER","SKILLED NURSING FACILITY","LTC",100,"7800 PARKWAY DR","LA MESA",91942,"Geddie, James","","(619) 460-5821","(619) 460-2330",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000066,"01Jul1988","12Apr2015","206370735",32.774458,-117.028027,"(32.774458, -117.028027)"
80000068,"KEARNY MESA CONVALESCENT AND NURSING HOME","SKILLED NURSING FACILITY","LTC",98,"7675 FAMILY CIRCLE DRIVE","SAN DIEGO",92111,"Hebbel, Jeffrey","","(858) 278-8177","(858) 278-8121",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000063,"12Nov1965","10Jun2015","206370732",32.799286,-117.157366,"(32.799286, -117.157366)"
80000062,"PARKWAY HILLS NURSING & REHABILITATION","SKILLED NURSING FACILITY","LTC",60,"7760 PARKWAY DR","LA MESA",91942,"Christensen, Covey  C","","(619) 469-6401","(619) 469-0124",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000053,"","24Jun2015","206370715",32.77418,-117.030404,"(32.77418, -117.030404)"
80000060,"SAN DIEGO HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",305,"2828 MEADOW LARK DR","SAN DIEGO",92123,"Van Natta, Patricia  A","","(858) 277-6004","(858) 277-6460",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000051,"01Jul1968","06Dec2014","206370712",32.794175,-117.154369,"(32.794175, -117.154369)"
80000059,"LAKESIDE SPECIAL CARE CENTER","SKILLED NURSING FACILITY","LTC",94,"11962 WOODSIDE AVE","LAKESIDE",92040,"Boehs, Jamie","","(619) 390-9487","(619) 561-1222",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000111,"","14Jun2015","206370794",32.855538,-116.935041,"(32.855538, -116.935041)"
80000056,"CLAIREMONT HEALTHCARE & WELLNESS CENTRE, LLC","SKILLED NURSING FACILITY","LTC",99,"8060 FROST ST","SAN DIEGO",92123,"Hunte, Roger","","(858) 278-8077","(858) 278-4750",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000282,"","13Apr2015","206370711",32.800284,-117.151729,"(32.800284, -117.151729)"
80000053,"FALLBROOK HOSP. DISTRICT SKILLED NURSING FACILITY","SKILLED NURSING FACILITY","LTC",93,"325 POTTER ST","FALLBROOK",92028,"Mc Donald, Jason S","","(760) 728-5844","(760) 728-2330",470,"SAN DIEGO",8,"SAN DIEGO NORTH",550003129,"03Jul2015","03Jul2015","",33.379445,-117.242834,"(33.379445, -117.242834)"
80000052,"RANCHO VISTA","SKILLED NURSING FACILITY","LTC",57,"760 E BOBIER DR","VISTA",92084,"Thibodeau, Dianne","","","(760) 941-1480",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000235,"15May1986","28Dec2014","206371677",33.217733,-117.233339,"(33.217733, -117.233339)"
80000050,"PALOMAR VISTA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",74,"201 N FIG ST","ESCONDIDO",92025,"Meppen, Scott","sburnam@ensigngroup.net","(760) 738-1749","(760) 746-0303",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000042,"30Jul1962","01Nov2014","206370702",33.126171,-117.073467,"(33.126171, -117.073467)"
80000045,"GROSSMONT HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",452,"5555 GROSSMONT CENTER DR","LA MESA",91942,"Evans, Scott","","(619) 461-7191","(619) 465-0711",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000006,"10Aug1955","29May2015","106370714",32.781728,-117.008127,"(32.781728, -117.008127)"
80000043,"FALLBROOK HOSPITAL DISTRICT","GENERAL ACUTE CARE HOSPITAL","Non-LTC",47,"624 E ELDER ST","FALLBROOK",92028,"Conley, Kapua","","(760) 723-6214","(760) 728-1191",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000005,"19Dec1960","01Nov2014","106370705",33.380206,-117.245066,"(33.380206, -117.245066)"
80000037,"SHEA FAMILY CARE LA JOLLA","SKILLED NURSING FACILITY","LTC",59,"7160 FAY AVE","LA JOLLA",92037,"Ramesh, Jennifer L","clj@sheahealth.com","(858) 459-1386","(858) 459-4361",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000031,"","31Mar2015","206370677",32.836088,-117.272419,"(32.836088, -117.272419)"
80000036,"SHARP MEMORIAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",656,"7901 FROST ST","SAN DIEGO",92123,"Smith, Tim","Tim.Smith@sharp.com","(858) 541-3919","(858) 939-3400",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000039,"01Nov1974","31May2015","106370694",32.800231,-117.154424,"(32.800231, -117.154424)"
80000035,"RADY CHILDREN'S CONVALESCENT HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",43,"3020 CHILDRENS WAY","SAN DIEGO",92123,"Dixon, Pamela","","(619) 495-8558","(858) 966-5833",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000028,"18Aug1954","01May2015","",32.797663,-117.150823,"(32.797663, -117.150823)"
80000032,"SHEA FAMILY CARE GROSSMONT","SKILLED NURSING FACILITY","LTC",90,"8787 CENTER DR","LA MESA",91942,"Oh, Katherine","","(619)460-6341","(619) 460-4444",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000024,"","25Jan2015","206370667",32.781629,-117.009041,"(32.781629, -117.009041)"
80000031,"COUNTRY MANOR LA MESA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",99,"5696 LAKE MURRAY BLVD","LA MESA",91942,"Ta May, Somrutai","","(619) 460-4810","(619) 460-7871",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000020,"01Oct2003","01Nov2014","206370660",32.783358,-117.028701,"(32.783358, -117.028701)"
80000023,"RADY CHILDREN'S HOSPITAL - SAN DIEGO","GENERAL ACUTE CARE HOSPITAL","Non-LTC",453,"3020 CHILDRENS WAY","SAN DIEGO",92123,"Norton, Margareta","mnorton@rchsd.org","(858) 966-7751","(858) 576-1700",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000028,"18Aug1954","01May2015","106370673",32.797663,-117.150823,"(32.797663, -117.150823)"
80000007,"BOULDER CREEK POST ACUTE","SKILLED NURSING FACILITY","LTC",149,"12696 MONTE VISTA RD","POWAY",92064,"Macaspac, Maria","","(858) 487-4282","(858) 487-6242",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000251,"24Jul1985","18May2015","206371703",32.994501,-117.054215,"(32.994501, -117.054215)"
70001357,"STANFORD HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",586,"300 PASTEUR DR","STANFORD",94305,"Rubin, Amir Dan","sec-qualityimprovement&patientsafety@stanfordmed.org","(650) 723-0074","(650) 723-4000",530,"SANTA CLARA",7,"SAN JOSE",70000662,"01Jun1980","31Mar2015","106430905",37.4339394,-122.1788621,"(37.4339394, -122.1788621)"
70001355,"KAISER FOUNDATION HOSPITAL-SANTA CLARA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",327,"700 LAWRENCE EXPY","SANTA CLARA",95051,"Boyd, Christopher  L","darshan.grewal@kp.org","(408) 851-4559","(408) 851-4560",530,"SANTA CLARA",7,"SAN JOSE",70000661,"","01Dec2014","",37.332063,-121.995706,"(37.332063, -121.995706)"
70001349,"LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD","GENERAL ACUTE CARE HOSPITAL","Non-LTC",302,"725 WELCH RD","PALO ALTO",94304,"Dawes, Christopher","amccune@lpch.org","(650) 497-8612","(650) 497-8000",530,"SANTA CLARA",7,"SAN JOSE",70000659,"03Jul1989","10Apr2015","106434040",37.437386,-122.175081,"(37.437386, -122.175081)"
950000072,"MISSION LODGE SANITARIUM","SKILLED NURSING FACILITY","LTC",59,"824 S GLADYS AVE","SAN GABRIEL",91776,"Artiles, Eloy","caroldemarco@missionlodge.net","(626) 286-2421","(626) 287-0753",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000071,"01Jul1985","28Mar2015","206190539",34.092786,-118.089597,"(34.092786, -118.089597)"
220000094,"KINDRED NURSING AND HEALTHCARE-VICTORIAN","SKILLED NURSING FACILITY","LTC",90,"2121 PINE ST","SAN FRANCISCO",94115,"Seawell, Janet","murial_han@kindredhealthcare.com","(415) 563-2170","(415) 922-5085",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000077,"","01Nov2014","206380984",37.78825,-122.431101,"(37.78825, -122.431101)"
110001255,"EVERGREEN LAKEPORT HEALTHCARE","SKILLED NURSING FACILITY","LTC",81,"1291 CRAIG AVE","LAKEPORT",95453,"Brey, Jason W","ed_117@empres.com","(707) 263-7213","(707) 263-6382",160,"LAKE",11,"SANTA ROSA/REDWOOD COAST",110000512,"24Apr1986","11Nov2014","206172313",39.036908,-122.92981,"(39.036908, -122.92981)"
220000069,"LINDA MAR CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"751 SAN PEDRO TERRACE RD","PACIFICA",94044,"Beaman, Jacob S","curtrod@gmail.com","(650) 359-8346","(650) 359-4800",510,"SAN MATEO",22,"SAN FRANCISCO",220000095,"11Feb1964","22Nov2014","206411305",37.589207,-122.501624,"(37.589207, -122.501624)"
220000042,"BURLINGAME LONG TERM CARE D/P SNF","SKILLED NURSING FACILITY","LTC",281,"1100 TROUSDALE DR","BURLINGAME",94010,"Thomas MD, John","","","(650) 692-3758",510,"SAN MATEO",22,"SAN FRANCISCO",220000015,"","01Feb2015","206413500",37.595243,-122.382473,"(37.595243, -122.382473)"
220000015,"UCSF MEDICAL CENTER AT MOUNT ZION","GENERAL ACUTE CARE HOSPITAL","Non-LTC",140,"1600 DIVISADERO ST","SAN FRANCISCO",94115,"Laret, Mark","","","(415) 567-6600",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000091,"","01Apr2015","106380895",37.784822,-122.439712,"(37.784822, -122.439712)"
30001254,"KAISER FOUNDATION HOSPITAL MANTECA D/P SNF","SKILLED NURSING FACILITY","LTC",38,"1777 W YOSEMITE AVE","MANTECA",95337,"Harper, Corwin","","(209) 825-3627","(209) 825-3700",490,"SAN JOAQUIN",3,"SACRAMENTO",30000393,"01Sep1990","01Nov2014","",37.797398,-121.246198,"(37.797398, -121.246198)"
940000116,"SHEA REHABILITATION HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",105,"7716 PICKERING AVE","WHITTIER",90602,"Ayers, Ramona G","mlee@longwoodmgmt.com","(562) 698-5270","(562) 693-5240",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000149,"16Apr1959","01Feb2015","206190703",33.971418,-118.042047,"(33.971418, -118.042047)"
110000863,"PARADISE VALLEY ESTATES","SKILLED NURSING FACILITY","LTC",60,"2800 ESTATES DR","FAIRFIELD",94533,"Farris, Janee","maryl@pvestates.com","(707) 426-0996","(707) 432-1200",580,"SOLANO",11,"SANTA ROSA/REDWOOD COAST",110000338,"15May1998","15May2015","206484032",38.306581,-122.029299,"(38.306581, -122.029299)"
70000060,"HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",62,"900 SUNSET DR","HOLLISTER",95023,"Underwood, Ken","","(831) 637-5601","(831) 637-5772",450,"SAN BENITO",7,"SAN JOSE",70000004,"31Dec1980","01Jan2015","206351814",36.835156,-121.386765,"(36.835156, -121.386765)"
70000042,"WINDSOR THE RIDGE REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",103,"350 IRIS DR","SALINAS",93906,"Bruton, Rachyl","rbruton@windsorcares.com","(831) 449-9626","(831) 449-1515",370,"MONTEREY",7,"SAN JOSE",70000032,"01Jul1991","01Mar2015","206270757",36.693507,-121.657265,"(36.693507, -121.657265)"
30000085,"THE PINES AT PLACERVILLE HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",99,"1040 MARSHALL WAY","PLACERVILLE",95667,"Edmunds, Jared R","jedmunds@plumh.com","(530) 622-5230","(530) 622-3400",80,"EL DORADO",3,"SACRAMENTO",30000073,"30Jun1989","07Jun2015","206090983",38.726171,-120.792697,"(38.726171, -120.792697)"
70000780,"EDEN VALLEY CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"612 MAIN ST","SOLEDAD",93960,"Pritt, Steven","stevenpritt@hotmail.com","(831) 678-1539","(831) 678-2462",370,"MONTEREY",7,"SAN JOSE",70000327,"02Dec1992","04Jun2015","206274018",36.43323,-121.324322,"(36.43323, -121.324322)"
30000037,"METHODIST HOSPITAL OF SACRAMENTO","GENERAL ACUTE CARE HOSPITAL","Non-LTC",158,"7500 HOSPITAL DR","SACRAMENTO",95823,"Bassett, Eugene","mari.shelton@dignityhealth.org","(916) 423-6045","(916) 423-3000",440,"SACRAMENTO",3,"SACRAMENTO",30000064,"30Jun1980","31Dec2014","106340951",38.464206,-121.416335,"(38.464206, -121.416335)"
